gene	ACH-001339	ACH-000765	ACH-000008	ACH-000465	ACH-000550	ACH-000322	ACH-002508	ACH-000632	ACH-000441	ACH-000805	ACH-001328	ACH-001521	ACH-000580	ACH-001568	ACH-002458	ACH-001569	ACH-000814	ACH-001973	ACH-002005	ACH-002003	ACH-002461	ACH-000799	ACH-001523	ACH-001551	ACH-002511	ACH-002460	ACH-000614	ACH-000014	ACH-000348	ACH-001566	ACH-000572	ACH-001239	ACH-001970	ACH-000425	ACH-000404	ACH-000882	ACH-000458	ACH-002084	ACH-001522	ACH-000650	ACH-001563	ACH-002510	ACH-000822	ACH-000812	ACH-002509	ACH-001524	ACH-001982	ACH-000730	ACH-001567	ACH-000661	ACH-001190	ACH-002459	ACH-001645	ACH-000304	ACH-000931	ACH-000810	ACH-002001	ACH-001550	ACH-000450	ACH-000423	ACH-001552	ACH-000915	ACH-000881	ACH-000899	ACH-000884	ACH-000477	ACH-000401	ACH-000615	ACH-000801	ACH-002512	ACH-002004	ACH-000827	ACH-000987	ACH-000274	ACH-000644	ACH-000219	ACH-000582	ACH-001570	ACH-001442	ACH-000640	ACH-002002	ACH-000579	ACH-000788	ACH-000968	ACH-000750
CFLAR	25.92	29.32	24.67	17.84	18.88	20.46	13.35	22.87	37.83	12.73	6.76	10.51	28.62	1.49	17.58	6.36	21.49	14.94	18.75	7.15	27.82	11.68	25.16	21.66	35.98	24.47	55.15	21.35	45.72	6.29	14.04	30.06	9.57	12.57	17.28	17.41	12.98	10.83	14.9	19.07	33.19	15.24	20.13	25.26	12.14	25.06	19.69	19.69	5.74	20.58	22.71	24	13.27	27.92	4.66	22.17	9.35	34.01	13.27	16.4	20.66	12.41	13.38	15.2	53.41	23.6	28.06	17.4	15.55	22.42	25.71	30	10.8	15.3	18.9	7.12	13.44	9.67	30.37	24.64	18.23	18.88	15.68	28.07	93.65
TFPI	14.08	19.89	1.93	0.15	1.04	2.86	129.82	13.62	7.88	3.53	4.8	1.31	4.41	0	18.46	6.24	16.65	23.01	0.42	2.16	65.27	0.12	1.12	20.2	11.23	36.82	2.83	1.3	28.25	1.31	3.85	1.54	4.19	13.86	1.6	8.82	3.55	2.16	7.03	0.17	249.83	1.38	44.65	0.48	4.86	60.47	0.1	6.87	0.81	11.58	18.36	43.69	14.45	28.45	5.97	2.83	4.27	144.71	0.3	0.11	132.76	2.99	0.0700000000000001	4.14	53.52	0.26	15.1	2.04	0.19	7.61	16.04	86.19	0.69	0.1	4.42	0.88	11.97	4.2	41.3	42.37	71.94	0.59	16.2	0.19	103.98
NDUFAF7	12.21	22.26	19.15	12.65	13.05	15.61	6.81	14.31	15.18	13.97	8.5	9.19	10.14	12.94	12.25	10.95	11.28	9.62	21	21.86	6.94	13.35	9.43	13.97	10.26	12.77	12.02	17.63	19.88	12.4	20.86	15.73	24.45	23.91	15.88	18.87	7.17	18	21.17	22.51	7.3	16.97	10.9	13.13	17.16	6.74	8.2	14.11	12.36	12.42	16.53	10.61	28.54	14.79	18.07	11.32	20.07	13.31	15.12	18.55	16.72	15.74	13.8	10.87	28.44	9.87	11.58	18.24	8.56	15.29	24.78	10	14.16	11.14	10.36	21.35	15.36	10.86	9.15	13.78	20.3	21.25	14.13	9.01	19.5
RBM5	31.19	84.11	64.42	76.62	92.3500000000001	87.81	54.74	82.46	60.31	65.14	22.26	28.81	103.48	18.34	75	38.91	103.09	15.77	32.52	27.73	74.52	69.68	26.39	29.8	78.24	68.95	74.42	69.79	128.59	18.72	68.21	102.87	34.14	55.56	84.42	73.57	64.63	18.95	29.69	75.29	31.85	28.68	39.2	84.69	56.05	34.25	18.36	61.68	33.05	105.88	81.05	118.95	45.34	121.32	81.59	79.95	20.98	51.53	59.74	87.72	42.89	59.45	73.33	55.16	78.58	95.52	64.55	66.09	53.59	38.81	25.08	84.36	86.24	94.21	116.28	62.68	65.14	25.2	11.6	88.39	22.61	43.75	77.26	55.52	55.74
MTMR7	0.46	1.31	0.46	0.91	0.34	0.35	1.04	0.39	0.6	0.97	0.35	0.47	0.75	0.65	0.29	0.45	0.67	0.48	0.4	0.21	0.68	0.36	0.24	0.62	0.6	0.26	0.52	0.5	0.37	0.46	0.48	0.86	0.58	0.58	0.58	0.45	1.22	0.82	0.47	0.89	0.56	0.65	0.38	3.05	0.87	0.13	0.6	0.29	0.66	1.39	0.85	0.41	0.35	0.8	0.69	0.84	0.17	13.43	0.34	0.91	1.35	0.4	0.18	0.51	0.45	0.57	0.53	0.31	0.56	0.39	0.26	1.35	0.53	0.39	0.59	0.29	0.72	0.33	0.11	1.6	0.23	0.51	0.55	0.22	0.2
SLC7A2	1.64	1.5	4.39	8.76	0.02	0.46	0.83	3.17	4.7	13.36	0.02	0.23	0.49	1.09	0.11	4.09	2.33	4.36	0.88	3.42	1.33	0.45	0.81	7.11	3.22	0.6	4.49	1.58	0.52	14.89	36.3	1.09	16.13	15.5	35.14	19.3	0.97	3.66	7.94	31.34	22.53	2.71	0.73	21.32	0.0700000000000001	0.0900000000000001	2.26	3.64	0.61	0.01	0.6	0.22	10.03	1.47	61.22	8.84	4.61	66.25	6.96	8.99	4.65	5.85	0.58	4.09	0.52	8.55	0.15	4.73	6.99	2.63	28.24	1.83	23.46	1.05	3.43	3.07	12.01	1.43	0.04	1.63	3.22	9.35	16.43	1.57	0.03
ARF5	115.53	80.61	159.39	166.17	179.12	124.33	69.87	121.93	173.25	228.67	103.81	397.44	284.75	84.22	143.56	98.19	198.52	55.28	174.52	151.05	141.67	245.37	466.42	65.45	63.29	129.4	137.78	201.77	148.85	128.92	176.42	209.17	97.51	130.76	117.43	130.79	98	100.1	74.02	102.58	62.72	152.52	209.12	144.63	178.42	271.63	122.9	152.31	208.35	134.6	124.67	94.96	41.21	229.54	138.01	144.64	161.24	134.65	194.45	160.49	117.59	127.84	152.59	164.05	139.11	257.34	166.8	87.41	148.64	88.45	152.01	203.69	90.01	240.06	209.96	123.18	126.4	117.18	167.75	259.17	128.33	68.97	173.65	264.29	96.31
SARM1	3.73	8.6	6.99	7.5	11.17	10.44	2.61	4.55	4.17	9.16	0.04	0.1	5.76	3.49	8.98	6.41	11.22	4.07	0.17	6.22	6.81	7.92	1.11	2.29	5.53	10.92	9.32	13.31	10.78	0.71	20.1	11.45	4.17	25.22	12.69	19.09	0.98	9.63	4.12	8.59	5.42	3.35	10.73	10.7	8.58	1.47	4.06	2.14	6.39	9.64	4.45	16.75	6.83	9.83	16.51	12.57	6.9	7.77	2.68	14.34	1.83	8.45	7.63	4.69	5.25	6.47	5.11	6.3	9.86	3.35	7.49	8	7.98	13.95	7.46	9.38	0.33	2.97	0.0800000000000001	7.45	9.03	20.8	4.38	0.47	0.26
POLDIP2	68.7	58.84	112.32	110.31	71.24	112.69	52.16	91.69	78.3	69.3	45.99	115.39	64.56	33.19	45.4	47.43	98.5	91.48	81.19	79.06	49.2	53.65	45.44	61.56	50.73	57.67	59.54	110.12	75.35	56.22	115.13	77.51	107.47	90.79	88.42	112.03	62.08	104.17	65.16	65	56.06	60.94	63.42	58.19	94.87	45.39	66.16	73.83	61.95	99.32	59.74	53.46	57.07	62.9	80.11	96.67	77.5	74.48	84.39	99.18	56.38	57.52	92.96	88.37	65.09	89.17	66.73	47.7	75.09	75.66	54.16	70.44	77.24	77.78	58.93	98.98	69.28	61.42	46.13	76.83	70.86	99.46	96.76	95.59	69.28
PLXND1	150.46	99.43	37.01	49.36	18.51	95.91	7.27	20.9	18.09	44.95	1.25	13.18	48.12	17.86	31.87	27.76	84.79	0.58	39.29	11.69	2.85	50.72	44.06	35.8	23.41	32.58	10.97	81.8	87.54	81.25	42.82	34.84	49.87	16.04	62.84	120.27	7.11	3.44	18.98	18.36	0.55	32.38	33.94	1.78	100.87	30.99	43.09	24.74	46.46	155.54	176.63	23.57	30.37	20.83	30.23	16.99	20.03	68.57	50.68	20.29	54.8	8.62	83.58	39.97	7.15	221.88	187.41	10.88	20.81	45.75	27.23	10.92	66.02	35.86	37.05	33.02	9.17000000000001	21.46	6.75	115.65	15.63	51.05	49.01	335.61	4.86
AK2	277.18	354.45	279.17	189.94	230.14	237.9	170.21	265.08	241.09	341.07	189.54	225.5	308.05	115.59	127.85	246.71	264.88	344.34	574.120000000001	261.35	134.85	141.67	122.77	123.78	148.62	125.9	273.71	221.93	260.6	214.52	260.45	225.6	260.29	366.9	304.73	301.44	273	315.6	298.09	447.17	142.13	227.98	199.26	218.52	158.03	132.46	208.25	250.64	131.47	198	216.21	95	448.58	149.54	202.08	403.12	230.39	219.23	392.25	318.01	219.28	256	287.9	239.17	280.68	117.61	231.59	333.17	283.29	172.96	357.26	171.37	297.83	257.11	173.11	260.06	330.76	237.03	190.63	224.84	282.91	422.37	231.61	194.3	211.96
CD38	0.24	0.45	0.04	0.21	0.01	0.01	0	0.0600000000000001	0.02	0.03	0.56	0.35	0.14	0.01	0.04	1.12	0.12	0.01	0.02	0.15	0.01	0.04	0.14	0.12	0.02	0.03	0.0800000000000001	0.1	0.21	0.02	0.05	1.02	0.04	0.9	0.01	0.04	0.0700000000000001	0.03	0.02	0	0.04	0.01	0.22	0.0800000000000001	0.7	0.02	0.0700000000000001	0.0900000000000001	0	0.35	0.14	0.14	4.52	0.11	0.02	0.0900000000000001	0.1	1.17	0.17	0.01	0.61	0.13	0.05	0.31	0.28	0.0600000000000001	0.05	0.02	0	0	0.44	0.19	0.0900000000000001	2.97	0.05	0	0.02	0.15	0.19	0.11	0.0700000000000001	0.05	0.1	0.1	0
FKBP4	40.56	44.58	63.03	183.09	79.55	86.94	47.98	64.68	74.24	93.26	50.05	110.8	45.36	28.54	31.06	60.31	88.53	20.06	37.08	38.19	32.09	30.02	31.99	60.29	18.73	43.8	32.21	52.78	45.26	43.38	100.5	33.04	79.34	98.4300000000001	40.83	196.08	66.36	41.41	40.44	90.76	43.99	35.72	41.36	70.62	39.93	67.84	43.33	43.44	31.06	67.5	57.43	30.27	40.02	50.36	52.75	63.99	52.18	39.26	68.97	61.93	84.05	59.59	96.02	90.85	59.44	48.37	41.73	35.34	70.35	110.53	48.84	80.77	40.05	40.69	30.21	70.38	64.8	33.12	49.24	139.84	65.71	63.41	85.84	99.08	68.44
KDM1A	39.06	60.96	51.96	36.61	55.14	49.54	40.78	72.05	41.15	68.1	69.21	61.22	41.39	34.43	32.99	51.88	43.49	58.31	73.2400000000001	55.41	23.8	36.19	167.8	88.21	64.92	37.33	28.26	54.19	58.79	63.79	132.19	57.49	89.24	67.38	147.79	71.64	46.53	63.96	44.58	80.72	26.59	30.03	46.14	50.52	71.49	286.75	50.6	44.48	28.17	51.56	40.41	25.52	48.36	57.26	119.76	74.39	68.76	84.69	109.65	61.72	53.62	49.06	50.46	55.53	24.41	44.68	52.68	111.84	43.43	25.55	46.84	40.2	101.22	49.74	46.77	85.6	50.59	43.83	32.73	52.28	52.14	95.28	56.71	42.41	61.64
RBM6	22.41	42.08	36.34	69.85	46.97	50.44	33.58	53.55	33.01	35.29	21.9	17.3	47.38	20.53	27.55	42.9	48.96	13.41	37.27	31.19	16.64	38.73	22.11	30.59	44.95	25.07	39.22	67.13	92.3	27.16	54.92	70.09	31.22	52.37	41.64	51.43	37.27	17.28	28.47	54.09	26.82	19.28	22.94	74.96	59.25	27.8	5.87	37.48	18.67	69.4	63.72	30.55	34.38	62.33	63.13	38.32	31.38	35.69	43.25	44.45	25.04	46.28	42.44	50.12	46.8	53.4	30.69	30.45	42.35	37.33	23.46	36.94	39.14	57.2	57.93	57.33	90.11	24.1	15.08	47.93	25.49	25.5	57.43	22.04	50.24
CAMKK1	1.87	5.99	2.74	2.44	3.85	2.54	1.33	2	1.88	4.04	2.99	12.35	2.36	0.54	0.68	0.65	3.38	0.77	1.65	0.86	1.98	0.64	5.86	4.11	1.65	1.38	0.87	3.2	3.07	1.9	3.53	0.99	1.15	1.45	4.42	7.56	3.8	1.57	2.29	7.09	1.35	1.39	0.55	4.26	3.51	0.48	1.19	2.21	0.94	3.47	0.94	0.95	1.44	0.96	1.76	5	0.79	3.07	1.02	6.44	3.27	2.34	2.25	4.06	6.13	11.72	4.58	2.34	1.85	4.09	0.62	2.45	8.98	1.29	2.71	2.2	3.66	0.95	1.57	2.3	1.8	5.49	1.7	1.99	6.1
RECQL	80.91	145.05	63.29	47.75	102.26	54.99	75	41.06	35.7	61.36	30.65	63.19	51.01	9.84	36.32	20.98	63.66	78.73	61.75	74.93	52.23	39.14	44.9	65.63	26.26	56.02	87.86	66.55	54.79	17.06	72.8	35.6	62.01	44.95	46.09	39.24	29.82	124.7	43.33	70.91	70.56	43.79	39.48	51.12	44.22	25.79	99.79	54.64	36.18	86.33	61.07	44.59	106.12	63.09	321.52	45.72	72.38	81.1	24.03	48.33	71.94	59.88	41.75	40.26	68.12	57.48	34.29	37.31	63.44	123.07	55.07	68.41	75.5	43.08	36.62	58.61	38.63	27.91	31.35	91.69	89.2800000000001	40.65	48.29	16.56	59.42
VPS50	14.03	9.71	11.7	10.28	14.46	8.8	8.18	6.34	20.12	14.98	8.96	17.78	31.33	4.37	9.69	11.57	12.57	8.81	22.9	10.78	14.9	12.23	26.69	19.54	5.56	12.94	16.38	11.92	13.89	9.72	24.16	11.26	17.68	6.92	15.81	10.81	8.13	15.59	17.21	15.15	6.55	12.41	12.66	17.55	10.63	22.51	16.91	11.08	7.38	16.52	11.81	12.64	7.33	16.12	16.17	8.15	10.62	26.33	12.9	19.18	19.82	10.35	4.98	14.08	18.37	26.77	7.64	9.12	15.45	13.49	17.72	16.59	10.56	8.39	10.67	10.75	14.27	14.55	9.17000000000001	16.37	8.54	13.1	10.67	5.39	9.82
HSPB6	0.25	0.41	0.98	0.13	0.8	0.53	15.92	0.32	0.55	0.23	0.13	0.05	0.4	0.44	0.79	0.28	5.3	0.02	0.0700000000000001	0.05	0.03	0.99	0.31	0.24	0.0900000000000001	0.25	0.6	4.71	0.55	3.55	0.11	1.36	0.19	0.5	0.0700000000000001	0.21	1.2	0.04	0.16	0.1	0.0900000000000001	0.01	0.1	0.22	1.78	0.01	0.65	0.12	0.56	12.12	0.77	0.36	0.3	0.38	0.03	0.45	0.23	0.5	0.02	0.0900000000000001	0.2	0.27	0.39	1.37	0.47	6.11	0.31	0.12	0.29	24.96	0.14	0.38	0.28	0.23	0.0700000000000001	1.06	0.04	0.19	0.02	0.19	0.1	0.25	0.33	0.0600000000000001	0.0800000000000001
ARHGAP33	1.41	8.58	4.28	15.07	22.71	7.69	0.87	7.17	3.87	6.18	0.54	2.47	6.4	0.79	2.65	0.86	10.63	0.78	2.56	0.42	2.73	22.84	0.78	2.88	3.22	1.24	7.63	5.68	13.81	0.75	2.41	8.13	0.43	7.48	3.89	10.38	2.84	2.29	0.95	4.54	1.69	0.67	6.67	3.85	3.41	0.93	2.15	3.73	1.51	10.95	3.32	2.02	2.46	11.36	6.24	6.34	0.71	1.69	3.77	6.18	1.63	14.07	7.59	3.16	10.71	10.44	10.5	10.65	3.49	2.06	0.39	12.98	11.89	7.29	7.9	7.89	3.92	0.48	0.59	15.73	2.63	12.5	14.83	3.93	6.84
NDUFAB1	124.34	155.87	171.04	197.66	143.38	215.67	79.32	122.68	181.62	160.43	144.76	280.65	175.35	89.2	161.5	133.05	174.28	47.98	329.31	259.23	128.29	139.26	136.29	61.77	98.99	119.48	148.01	137.8	125.57	222.64	192.51	105.78	78.54	163.2	263.92	195.66	91.28	109.45	166.03	263.37	107.52	161.87	132.76	172.23	185.58	211.99	78.5	148.87	142.17	143.28	232.51	88.58	93.1	153	105.19	169.42	240.16	70.88	152.52	184.51	71.72	136.09	189.96	307.1	255	124.88	126.52	154.13	207.89	186	219.88	149.95	159.66	161.9	156.66	280.03	205.02	147.7	213.46	191.08	241.5	206.11	227.15	151.92	165.29
PDK4	1.63	1.14	3.52	1.61	0	2.63	0	0.03	6.39	3.12	0.42	0	0.03	0.0900000000000001	2.38	0.7	0.15	0.24	232.31	24.82	0.44	2.83	0.74	1.12	0.74	6.68	9.2	3.59	1.12	4.58	275.8	0	32.12	15.02	40.28	1.57	0.0600000000000001	2.19	1.92	0.29	0.21	0	1.53	78.79	2.46	0.03	2.64	78.07	3.09	12.75	0.0600000000000001	4.39	67.37	0.63	1.19	1.78	16.88	2.06	0.0700000000000001	0.05	3.57	0.63	0	2.75	0.03	7.13	0.55	0.15	43.78	0.19	2.66	0.02	5.73	1.74	0.25	11.41	20.13	18.82	0	1.15	2.42	5.49	18.67	0.0600000000000001	0.02
SLC22A16	0.03	0	0.12	0.0700000000000001	0	0.03	0	0.04	0.01	0	0	0	0.66	0	0.0700000000000001	0.02	0	0	0	0.14	0	0.15	0	0.29	0.03	0.0700000000000001	0.01	0.12	0	0	0	0	0.02	0.16	0.04	0	0	0.03	0.01	0	0	0	0.31	0.05	0.48	0	0	0	0.0600000000000001	0.03	0	0	0.47	0.01	0	0.01	0.19	0	0.03	0	0	0.05	0	0	0	0	0.0700000000000001	0.11	0.02	0	0	0	0	0.03	0.04	0.02	0	0.0900000000000001	0	0	0	0	0.02	0	0
ZMYND10	0.46	3.41	0.34	0.43	2.65	0.99	0.38	1.28	0.64	0.31	2.06	0.16	0.73	0.77	0.85	0.9	1.19	0.13	0.73	0.28	1.33	2.86	0.23	1.53	2.51	1.44	0.24	1.95	2.25	0.62	0.22	0.35	0.16	0.4	0.63	0.83	0.13	0.32	0.4	1.45	0.4	0.15	0.78	0.91	2.52	0.42	0.43	0.33	0.42	2.68	0.87	0.92	1.01	0.47	1.16	0.74	0.45	0.93	0.3	1.14	0.54	0.33	3.51	1.23	1.41	1.25	0.66	2.97	1.06	0.04	0.17	0.38	0.72	1.54	0.33	1.57	0.25	0.23	0.28	0.62	0.43	0.31	0.8	0.18	0.24
ABCB5	1.43	8.58	2.62	0.37	0.04	9.7	0.04	1.35	11.27	0.79	0.01	0	0.31	9.24	0.61	91.83	7.11	20.31	6.62	0.1	0	0.01	0	0.01	0.0700000000000001	1.1	200.74	0.89	0	20.08	16.51	19.84	17.78	6.78	6.08	41.82	0	62.41	9.43	59.83	0.03	37.16	0.03	7.69	0.02	0	6.78	13.68	0.01	52.96	11.36	0	0.1	0.2	0.01	11.42	0	0	0.99	104.2	0.26	39.37	0.29	2.88	0.05	17.03	0.9	38.25	12.43	36.43	1.48	0.3	32.77	1.58	60.24	0.01	145.99	121.81	0	1.1	0.01	165.88	0.42	56.97	0
ARX	0.05	0	0.12	0.15	0.0800000000000001	0	0	0	0.02	0.01	0	0	0	0.1	0.02	0.03	0.02	0.04	0	0	0	0.02	0	0.02	0.02	0	0	0.17	0	0.0700000000000001	0.15	0.24	0	0	0.04	0.22	0.02	0.01	0.58	0.02	0.01	0	0	0.02	0.1	0.13	0	0.33	0	0.04	0.03	0	0	0.02	0	0.03	0	0	0.01	0.03	0.01	0.05	0.02	0	0.03	0	0.05	0	0.02	0.04	0	0	0.01	0.01	0.01	0.01	0.04	0	0	0	0.02	0.0800000000000001	0.03	1.97	0
SLC25A13	35.96	4.94	47.96	25.52	21.63	41.16	6.41	19.25	48.41	69.9	6.59	23.82	60.25	14.31	16.15	18.91	47.45	26.34	75.33	30.92	14.01	31.82	59.92	17.44	9.7	14.33	49.65	37.33	20.62	39.02	113.74	58.86	114.98	39.59	74.35	87.47	13.97	39	54.39	97.58	9.47	20.78	30.19	71.81	31.43	5.33	58.8	70.03	18.33	50.71	47.79	11.86	18.53	28.59	44.39	56.49	19.58	12.89	89.9	87.7100000000001	48.77	45.58	33.57	63.78	15.28	106.96	35.82	35.52	48.55	42.76	64.25	45.6	45.16	21.16	27.77	25.28	47.14	44.48	10.32	43.96	18.04	66.56	45.6	54.35	15.98
ST7	19.45	10.73	20.24	38.09	15.8	16.24	15.42	17.81	33.74	18.3	10.4	17.46	32.7	19.18	12.11	25.25	24.6	24.48	36.68	21.31	16.84	24.37	22.64	17.86	10.17	14.1	16.25	10.76	17.15	46.2	81.01	34.7	55.99	29.81	47.68	41.66	16.01	51.38	51.49	99.03	15.23	29.52	18.6	30.3	7.05	16.79	61.97	41.06	14.8	18.06	21.11	15.42	9.31	19.74	10.06	20.01	16.93	22.02	51.82	30.42	36.21	18.27	20.21	14.53	12.11	52.55	17.88	30.43	44.54	21.15	70.61	29.29	28.06	12.72	22.95	12.9	33.66	31.18	12.63	14.1	15.82	38.39	21.47	21.38	12.93
CDC27	56.82	87.4	50.38	61.68	68.07	55.63	41.25	28.19	74.19	46.05	37.75	60.35	38.54	9.57	47.43	23.67	73.97	52.9	35.99	37.95	42.94	33.86	32.52	30.03	63.9	45.91	41.06	57.6400000000001	40.9	24.84	72.66	54.26	35.49	43.03	44.47	47.75	59.84	56.62	43.03	62.67	46.29	34.61	45.33	33.63	47.33	26.06	40.57	41.72	47.97	79.38	68.53	40	66.62	55.62	71.22	51.67	40.32	68.65	38.64	37.01	50.07	50.93	51.26	35.98	28.59	45.72	51.32	44.55	61.02	51.52	49.75	45.31	57.75	36.63	44.02	48.45	27.8	62.16	67.43	49.28	49.05	58.44	68.47	20.59	51.78
SLC4A1	0	0	0	0	0.02	0.1	0	0.01	0	0	0	0.03	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.02	0	0	0.01	0	0	0	0	0.02	0	0.0700000000000001	0	0.01	0	0	0	0	0	0	0.01	0	0.1	0	0.01	0	0	0	0	0	0	0	1.61	0.03	0	0	0	0.02	0	0.01	0.02	0	0	0	0	0	0	0.05	0	0	0.01	0	0.01	0	0	0	0	0	0	0
CALCR	0.01	0	0.01	0	0	0.27	0	0	0.04	0.04	0	0	0.04	0.0600000000000001	0.13	0.05	0.05	0.0800000000000001	0.01	0	0	0.02	0	0.17	0	0.33	0.02	0.11	0.02	0	0.02	0	0.02	0	0.11	0.02	0.01	0.1	0.6	0.15	0.03	0.05	0.0600000000000001	0.0600000000000001	0.03	1.47	0.01	0.01	0	0.13	0.02	0.15	0.0600000000000001	0.23	0.04	0.03	0	0.16	0.13	0.1	0.0700000000000001	0	0	0.01	0	0	0	0.02	0.04	0.02	0.01	0.01	0.02	0	0.0800000000000001	0.03	0.0700000000000001	0.19	0.1	0.04	0.05	0.02	0.01	0.02	0.01
HCCS	33.79	56.7	100.4	42.09	50.08	43.5	25.65	91.32	80.11	44.49	26.96	24.99	51.58	8.09	23.23	13.84	66.26	31.5	82.83	41.5	30.99	25.79	44.13	44.22	50.77	30.3	45.99	67.75	50.28	20.01	67.43	39	22.77	54.66	50.99	61.46	70.38	41.19	47.34	60.99	27.11	13.16	32.56	95.66	41.62	22.88	21.78	51.85	20.1	32.83	49.36	21.65	14.69	40.91	29.01	46.16	37.93	44.15	55.8	67.3	40.67	48.74	99.32	77.27	88.58	37.65	39.54	35.81	72.69	47.88	54.97	43.6	48.84	75.31	57.47	61.95	57.38	27.59	30.65	64.82	58.7	49.46	45.53	51.94	25.5
DVL2	32.03	52.71	26.18	37.23	32.55	32.87	17.69	27.01	34.39	43.14	8.26	43.61	29.48	9.41	29.04	15.16	36.97	12.85	50.22	20.3	22.64	38.39	13.97	46.05	14.57	30.36	36.77	47.12	27.55	14.18	29.92	33.91	26.87	35.03	30.98	55.2	20.99	36.41	33.69	32.91	19.56	26.22	37.14	52.03	61.73	25.85	35.56	46.1	21.17	64.86	16.66	28.98	25.04	34.57	34.55	52.46	26.55	29.46	35.77	56.32	14.19	15.53	27.8	36.05	30.63	56.79	43.72	39.61	36.41	48.71	31.34	27.81	53.11	24.24	38.8	35.9	46.54	35.49	14.88	32.9	21.19	82.11	42.08	44.6	30.02
PRSS22	0.14	0.3	0.36	4.2	0.18	0.16	0	5.73	0.22	0.83	12.36	3.61	0	0.05	0.02	0.0700000000000001	1.74	0.03	0.04	0.22	0	0.05	70.59	0.03	0.0700000000000001	0	0	0.0700000000000001	0.26	0.1	0.18	0.43	0	0.21	0	0.0600000000000001	18.65	0	0.02	0.02	0.0900000000000001	0	0.15	0.04	0.67	77.31	0.39	0.17	0.0600000000000001	0.13	0.15	0.04	0	0	0	0.05	0.04	0.04	0.02	0.31	0	0.12	0.02	0.8	0.11	2.27	0.15	0.17	0.15	0.13	0	0.0800000000000001	0.16	0.05	16.74	0.12	0.14	0.03	14.4	0.37	0.16	0.18	0.0700000000000001	0.12	0.05
UPF1	13.36	25.93	37.92	40.72	38.48	31.46	11.77	28.66	21.73	31.47	9.91	25.07	39.29	7.77	28.88	16.72	39.78	11.37	31.04	28.63	20.53	26.9	26.14	21.21	29.21	28.57	21.89	31.53	25.91	24.69	32.72	32.39	12.09	27.69	30.03	35.76	29.51	17.92	13.27	33.79	15.87	10.25	29.89	30.78	12.3	25.75	13.87	18.08	15.49	21.99	25.1	31.26	6.96	33.5	26.56	28.4	24.78	18.19	26.71	29.53	11	36.99	23.61	20.98	12.62	16.06	21.33	29.26	23.58	14.56	13.47	31.99	36.94	33.14	24.33	46.34	30.61	11.67	17.63	25.3	32.16	49.47	36.68	20.75	23.26
SKAP2	48.79	22.8	26.62	38.2	35.65	14.75	11.98	17.85	24.55	35.23	19.58	14.89	16.9	1.51	23.08	24.38	39.71	21.67	17.42	46.01	23.2	33.85	14.33	14.22	24.87	90.23	17.61	24.08	41.48	9.29	18.55	34.3	24.57	15.31	27.43	8.98	14.56	25.77	54.13	24.87	15.54	35.51	34.91	35.77	27.19	30.18	35.74	20.55	18.77	44.84	23.47	38.1	46.34	35.85	11.26	14.34	37.38	12.65	18.2	35.44	24.75	13.41	22.09	41.24	16.29	26.67	41.39	22.64	16.97	19.96	50.4	30.65	19.53	47.9	39.39	14.36	24.38	27.17	10.21	64.69	25.25	21.97	27.42	6.14	13.65
SLC25A5	673.55	427.22	728.37	933.950000000002	647.67	385.55	435.01	1045.2	495.14	905.06	459.31	661.66	477.39	117.24	232.8	477.47	647.84	599.87	920.53	693.02	126.68	282.84	558.499999999999	425.68	333.98	170.84	413.26	420.59	222.34	425.64	700.62	1443.4	427.07	687.459999999999	684.51	324.64	313.12	792.699999999999	680.64	1046.6	623.55	539.219999999999	412.17	1690.5	218.9	262.89	700.61	588.12	274.84	530.1	857.270000000001	116.61	751.950000000001	481.38	421.17	947.189999999999	616.85	346.72	516	622.81	428	746.16	698.149999999999	584.61	767.340000000002	709.55	496.57	558.420000000001	1135.6	746.530000000001	1055.4	322.22	680.99	1079.6	799.3	642.130000000001	519.48	514.08	335.48	490.18	594.55	986.14	542.210000000001	710.2	595.11
MCUB	8.15	1.36	8.81	11.88	10.21	8.19	0.22	7.11	4.42	0.47	5.93	1.99	18.84	2.98	5.88	1.15	8.9	0.99	2.26	8.63	2.14	14.53	0.85	5.82	7.24	5.67	5.48	8.65	13.18	2.91	1.29	17.6	0.75	5.78	0.5	2.4	10.89	9.61	1.13	1.74	6.65	1.54	13.75	5.39	5.53	1.51	1.27	1.09	5.18	5.59	0.3	4.7	4.7	2.28	7.07	7.25	11	19.5	3.36	5.52	10.1	10.17	13.51	1.16	20.76	9.48	11.45	7.44	3.71	2.02	4.27	9.15	3.42	1.44	5.97	8.48	0.58	5.8	8.24	1.28	14.62	1.28	4.38	8.16	7.08
HOXA11	0.17	0.68	1.26	1.37	1.67	1.54	0.88	2.7	0.0700000000000001	7.95	1.85	0.46	0.13	0.56	0.13	0.41	3.78	1.1	0.79	1	0.92	1.31	0.92	9.38	0.71	0.17	1.15	2.68	1.76	2.5	7.86	6	1.46	0.31	1.72	0.63	1.51	2.79	0.67	1.63	0	0.46	0.48	0.41	0.18	2.24	0.74	0.13	1.44	2.51	0.11	0.0800000000000001	0.0600000000000001	1.87	0.48	0.62	0.59	0.55	1.5	5.55	2.64	1.39	0.66	0.02	0.0700000000000001	0.65	0.05	0.18	0.02	1.94	0.0800000000000001	16.01	0.75	13.92	0.41	0.88	0.02	1.65	1.9	0.04	0.61	2	6.86	4.05	1.77
